property_type,sector,society,price,price_per_sqft,area,super_built_up_area,built_up_area,carpet_area,bedRoom,bathroom,balcony,floorNum,agePossession,store room,servant room,puja room,study room,others,East,North,North-East,North-West,South,South-East,South-West,Unknown,West,furnish_type,luxury_score
flat,sector 95,rof ananda,0.37,5744.0,644.15,,,644.12,3.0,2.0,1,6.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,258.0
flat,sector 95,rof ananda,0.38,5899.0,644.18,,,644.12,3.0,2.0,1,2.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,237.0
flat,sector 95,rof ananda,0.32,5827.0,549.17,,,549.16,2.0,2.0,1,9.0,relatively new,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,269.0
flat,sector 95,rof ananda,0.315,5736.0,549.16,,,549.16,2.0,2.0,1,10.0,relatively new,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,193.0
flat,sector 95,rof ananda,0.2,5463.0,366.1,,,366.08,1.0,1.0,1,9.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,174.0
flat,sector 95,rof ananda,0.205,5599.0,366.14,,,366.08,1.0,1.0,1,2.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,192.0
flat,sector 82,mapsko royale ville. ,1.22,7176.0,1700.11,2300.0,2300.0,1700.0,3.0,5.0,3+,10.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,267.0
flat,sector 84,spaze privy at. ,1.35,9642.0,1400.12,1918.0,1918.0,1400.0,3.0,3.0,3,7.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,301.0
flat,sector 71,signature andour heights. ,0.55,8607.0,639.01,639.0,639.0,541.0,2.0,2.0,1,7.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,61.0
flat,sector 92,sare homes,1.12,5358.0,2090.33,,,2090.0,4.0,4.0,2,12.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,348.0
flat,sector 92,sare homes,1.1,5347.0,2057.23,,,2057.0,4.0,4.0,3,4.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,437.0
flat,sector 92,sare homes,0.68,5238.0,1298.21,,,1298.0,3.0,3.0,2,11.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,350.0
flat,sector 92,sare homes,1.19,5219.0,2280.13,,,2280.0,4.0,3.0,3,14.0,relatively new,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,402.0
flat,sector 102,suncity avenue . ,0.475,8928.0,532.03,632.0,632.0,532.0,2.0,2.0,1,5.0,relatively new,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,585.0
flat,sector 109,ats kocoon. ,2.95,10350.0,2850.24,,3150.0,2850.0,4.0,4.0,3+,7.0,relatively new,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,651.0
flat,sector 1,bestech park view residency. ,0.98,6261.0,1565.25,1565.0,1565.0,,2.0,2.0,3,14.0,moderately old,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,354.0
flat,sector 1,bestech park view residency. ,1.55,8072.0,1920.22,1920.0,1920.0,,3.0,4.0,3+,10.0,moderately old,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,389.0
flat,sector 1,bestech park view residency. ,1.01,7137.0,1415.16,1415.0,1415.0,,2.0,2.0,3,0.0,moderately old,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,354.0
flat,sector 1,bestech park view residency. ,1.51,7890.0,1913.81,1920.0,1920.0,,3.0,4.0,3+,8.0,moderately old,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,354.0
flat,sector 1,bestech park view residency. ,1.4,7865.0,1780.04,1780.0,1780.0,,3.0,3.0,3+,8.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,354.0
flat,sector 1,bestech park view residency. ,1.59,8281.0,1920.06,1920.0,1920.0,,3.0,4.0,3+,11.0,moderately old,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,389.0
flat,sector 1,bestech park view residency. ,0.562,8632.0,651.07,,,651.0,1.0,2.0,2,7.0,moderately old,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,337.0
flat,sector 102,conscient heritage max. ,2.0,9306.0,2149.15,2149.0,2149.0,1650.0,3.0,4.0,3+,13.0,relatively new,0,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,708.0
flat,sector 102,emaar gurgaon greens. ,1.35,10800.0,1250.0,1650.0,1650.0,1250.0,3.0,4.0,3+,9.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,691.0
flat,sector 102,bptp amstoria. ,1.9,8444.0,2250.12,2727.0,2727.0,2250.0,3.0,3.0,3+,1.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,691.0
flat,sector 102,conscient heritage max. ,1.7,11333.0,1500.04,1942.0,1942.0,1500.0,3.0,4.0,3+,8.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,691.0
flat,sector 106,paras dews,1.15,7419.0,1550.07,1760.0,1760.0,1550.0,3.0,3.0,3,11.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,691.0
flat,sector 84,ss the coralwood. ,1.1,5820.0,1890.03,1890.0,1890.0,,3.0,3.0,3+,12.0,moderately old,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,370.0
flat,sector 102,emaar gurgaon greens. ,1.3,7878.0,1650.17,1650.0,1650.0,1022.58,3.0,3.0,3,4.0,relatively new,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,422.0
flat,sector 58,ireo the grand arch. ,4.85,16934.0,2864.06,,,2864.0,4.0,5.0,3,23.0,relatively new,0,1,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,154.0
flat,sector 58,ireo the grand arch. ,2.2,16000.0,1375.0,,,1375.0,2.0,2.0,1,5.0,relatively new,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,154.0
flat,sector 108,experion the heartsong. ,1.25,9259.0,1350.04,1758.0,1758.0,1350.0,3.0,3.0,3,1.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,691.0
flat,sector 108,experion the heartsong. ,1.55,7738.0,2003.1,2003.0,2003.0,1550.0,3.0,3.0,3+,7.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,708.0
flat,sector 102,shapoorji pallonji joyville gurugram. ,1.9,10259.0,1852.03,1852.0,1852.0,1450.0,3.0,3.0,3+,15.0,new property,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,691.0
flat,sector 92,bestech park view sanskruti. ,1.6,8020.0,1995.01,1995.0,1995.0,1476.0,3.0,4.0,3+,10.0,relatively new,0,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,691.0
flat,sector 66,emaar mgf the palm drive. ,3.0,14285.0,2100.11,2100.0,2100.0,,4.0,5.0,3+,10.0,relatively new,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,154.0
flat,sector 58,ireo the grand arch. ,2.2,16000.0,1375.0,1375.0,1375.0,,2.0,2.0,2,6.0,relatively new,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,137.0
flat,sector 112,experion windchants. ,5.2,10726.0,4848.03,4848.0,4848.0,3500.0,4.0,6.0,3+,15.0,relatively new,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,708.0
flat,sector 28,dlf regency park . ,2.35,13224.0,1777.07,1777.0,1777.0,1600.0,3.0,4.0,3,8.0,old,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,429.0
flat,sector 65,emaar mgf emerald floors premier. ,2.77,14025.0,1975.04,,,1975.0,4.0,4.0,3+,3.0,relatively new,0,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,708.0
flat,sector 65,emaar mgf emerald floors premier. ,2.7,16363.0,1650.06,,,1650.0,3.0,3.0,3,5.0,relatively new,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,470.0
flat,sector 65,emaar mgf emerald floors premier. ,2.35,14242.0,1650.05,,,1650.0,3.0,3.0,3,3.0,relatively new,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,558.0
flat,sector 65,emaar mgf emerald floors premier. ,2.79,14126.0,1975.08,,,1975.0,4.0,4.0,3+,2.0,relatively new,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,691.0
flat,sector 65,emaar mgf emerald floors premier. ,2.3,13939.0,1650.05,,,1650.0,3.0,4.0,3,3.0,relatively new,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,691.0
flat,sector 56,the lions cghs,2.1,8750.0,2400.0,2400.0,2400.0,2000.0,3.0,4.0,3+,8.0,old,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,674.0
flat,sector 56,rail vihar cghs. ,1.35,10384.0,1300.08,1300.0,1300.0,1250.0,3.0,2.0,2,1.0,old,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,657.0
flat,sector 104,puri emerald bay. ,2.23,9911.0,2250.03,2450.0,2450.0,2250.0,3.0,4.0,3+,10.0,relatively new,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,637.0
flat,sector 108,experion the heartsong. ,2.08,9904.0,2100.16,,2631.0,2100.0,4.0,4.0,3+,3.0,relatively new,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,500.0
flat,sector 108,experion the heartsong. ,1.3,8344.0,1558.01,1758.0,1758.0,1558.0,3.0,3.0,3+,7.0,relatively new,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,615.0
flat,sector 102,suncity avenue . ,0.48,9022.0,532.03,632.0,632.0,532.0,2.0,2.0,1,5.0,relatively new,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,637.0
flat,sector 108,sobha city,2.33,14463.0,1611.01,,1711.0,1611.0,3.0,3.0,3,17.0,relatively new,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,637.0
flat,sector 48,parsvnath green ville. ,1.75,7201.0,2430.22,2430.0,2430.0,1800.0,3.0,3.0,3,7.0,old,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,487.0
flat,sector 48,parsvnath green ville. ,1.6,8376.0,1910.22,1910.0,1910.0,1600.0,3.0,3.0,3,13.0,old,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,454.0
flat,sector 48,parsvnath green ville. ,1.5,8787.0,1707.07,1707.0,1707.0,1400.0,3.0,3.0,3,1.0,old,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,462.0
flat,sector 49,orchid petals. ,1.9,10526.0,1805.05,1805.0,1805.0,1400.0,3.0,3.0,3,2.0,old,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,154.0
flat,sector 60,ireo skyon. ,3.7,13214.0,2800.06,2800.0,2800.0,,4.0,5.0,3,10.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,669.0
flat,sector 60,ireo skyon. ,3.75,13392.0,2800.18,2800.0,2800.0,,4.0,5.0,3,15.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,659.0
flat,sector 67,mm merlin. ,3.4,14418.0,2358.16,2358.0,2358.0,1900.0,3.0,4.0,3,15.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,439.0
flat,sector 109,ats kocoon,2.2,10023.0,2194.95,2095.0,2095.0,,3.0,4.0,3,8.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,634.0
flat,sector 83,vatika gurgaon . ,0.83,6666.0,1245.12,1245.0,1245.0,945.0,2.0,2.0,2,12.0,relatively new,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,640.0
flat,sector 102,emaar gurgaon greens. ,1.45,8787.0,1650.17,1650.0,1650.0,,3.0,3.0,3,7.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,636.0
flat,sector 102,shapoorji pallonji joyville gurugram. ,1.77,9195.0,1924.96,1827.0,1827.0,,3.0,3.0,3,1.0,relatively new,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,613.0
flat,sector 102,shapoorji pallonji joyville gurugram. ,0.97,16454.0,589.52,915.0,915.0,589.49,2.0,2.0,2,10.0,relatively new,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,613.0
flat,sector 102,adani mk oyster grande. ,2.35,8468.0,2775.15,2598.0,2598.0,,3.0,3.0,3,14.0,relatively new,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,662.0
flat,sector 102,adani mk oyster grande. ,1.9,9105.0,2086.77,1889.0,1889.0,,3.0,4.0,3,8.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,662.0
flat,sector 86,pyramid urban homes ,0.43,8582.0,501.05,,,501.0,2.0,2.0,1,6.0,new property,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,297.0
flat,sector 70,shree vardhman victoria. ,1.62,8307.0,1950.16,1950.0,1950.0,1161.0,3.0,5.0,3,9.0,relatively new,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,207.0
flat,sector 85,ss the leaf. ,1.93,8075.0,2390.09,2408.0,2408.0,2390.0,3.0,4.0,3,7.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,691.0
flat,sector 85,ss the leaf. ,1.99,8659.0,2298.19,2408.0,2408.0,2298.0,3.0,4.0,3+,17.0,relatively new,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,691.0
flat,sector 70,shree vardhman victoria. ,1.23,9111.0,1350.02,1350.0,1350.0,,2.0,2.0,3,1.0,relatively new,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,207.0
flat,sector 70,shree vardhman victoria. ,1.63,8358.0,1950.23,1950.0,1950.0,1161.0,3.0,5.0,3,12.0,relatively new,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,207.0
flat,sector 70,shree vardhman victoria. ,1.64,8384.0,1956.11,1950.0,1950.0,1161.0,3.0,5.0,3,3.0,relatively new,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,231.0
flat,sector 70,shree vardhman victoria. ,1.25,9259.0,1350.04,1350.0,1350.0,,2.0,2.0,3,3.0,relatively new,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,207.0
flat,sector 109,sbtl caladium,1.9,6219.0,3055.15,3055.0,3055.0,,4.0,4.0,3,8.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,613.0
flat,sector 109,sbtl caladium,1.2,6382.0,1880.29,1880.0,1880.0,,3.0,2.0,2,8.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,630.0
flat,sector 109,sbtl caladium,1.63,6404.0,2545.28,2545.0,2545.0,,3.0,3.0,2,8.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,653.0
flat,sector 90,dlf regal gardens. ,1.23,7052.0,1744.19,1744.0,1744.0,,3.0,3.0,2,19.0,relatively new,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21.0
flat,sector 86,pyramid urban homes ,0.43,8582.0,501.05,,,501.0,2.0,2.0,1,6.0,new property,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,243.0
flat,sector 85,ss the leaf. ,1.07,6524.0,1640.1,1640.0,1640.0,,2.0,2.0,3,21.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,249.0
flat,sector 85,orris aster court premier,1.73,6757.0,2560.31,2560.0,2560.0,,4.0,5.0,3+,8.0,relatively new,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,41.0
flat,sector 85,orris aster court premier,1.45,6839.0,2120.19,2120.0,2120.0,,3.0,4.0,2,3.0,new property,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,41.0
flat,sector 82,dlf the primus. ,1.87,10394.0,1799.11,1799.0,1799.0,1538.0,3.0,3.0,3,31.0,moderately old,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,150.0
flat,sector 82,dlf the primus. ,1.85,10176.0,1818.0,1818.0,1818.0,1538.0,3.0,3.0,3,15.0,moderately old,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,133.0
flat,sector 90,dlf regal gardens. ,1.75,7900.0,2215.19,2215.0,2215.0,,4.0,4.0,3+,3.0,relatively new,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32.0
flat,sector 86,microtek greenburg. ,1.23,8310.0,1480.14,1480.0,1480.0,,2.0,2.0,3,13.0,relatively new,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,32.0
flat,sector 86,microtek greenburg. ,1.25,8445.0,1480.17,1480.0,1480.0,,2.0,2.0,3,13.0,moderately old,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,21.0
flat,sector 112,experion windchants. ,5.6,11551.0,4848.07,4848.0,4848.0,,4.0,6.0,3+,8.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,682.0
flat,sector 81,bestech park view ananda. ,1.45,8011.0,1810.01,1810.0,1810.0,1500.0,3.0,3.0,3,8.0,relatively new,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,483.0
flat,sector 82,dlf the primus. ,2.7,10481.0,2576.09,2576.0,2576.0,1306.0,4.0,4.0,3+,18.0,moderately old,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,133.0
flat,sector 86,pyramid urban homes ,0.425,8483.0,501.0,,,501.0,2.0,2.0,1,2.0,new property,0,1,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,278.0
flat,sector 81,dlf the ultima. ,3.45,12356.0,2792.17,2792.0,2792.0,,4.0,4.0,3+,25.0,moderately old,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,249.0
flat,sector 81,dlf the ultima. ,3.25,11805.0,2753.07,2753.0,2753.0,,4.0,4.0,3+,11.0,moderately old,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,65.0
flat,sector 37,apex our homes,0.35,3783.0,925.19,925.0,925.0,800.0,2.0,2.0,1,7.0,relatively new,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,631.0
flat,sector 37,apex our homes,0.33,3567.0,925.15,925.0,925.0,800.0,2.0,2.0,1,3.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,631.0
flat,sector 37,ramprastha primera,1.1,6111.0,1800.03,1800.0,1800.0,1600.0,3.0,3.0,3,6.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,598.0
flat,sector 37,ramprastha primera,1.08,6000.0,1800.0,1800.0,1800.0,1600.0,3.0,3.0,3,9.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,620.0
flat,sector 37,bptp terra. ,1.4,7730.0,1811.13,1811.0,1811.0,1611.0,3.0,3.0,3,5.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,592.0
flat,sector 37,bptp terra. ,1.65,7530.0,2191.24,2191.0,2191.0,1991.0,4.0,3.0,3+,6.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,592.0
flat,sector 37,bptp terra. ,1.67,7622.0,2191.03,2191.0,2191.0,1991.0,4.0,4.0,3,11.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,592.0
flat,sector 37,bptp terra. ,1.45,8006.0,1811.14,1811.0,1811.0,1611.0,3.0,3.0,3,8.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,592.0
flat,sector 102,adani mk oyster grande. ,2.61,10046.0,2598.05,2598.0,2598.0,2000.0,3.0,3.0,3,14.0,relatively new,0,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,61.0
flat,sector 103,indiabulls centrum park. ,1.32,7787.0,1695.13,1695.0,1695.0,1200.0,3.0,3.0,3+,6.0,relatively new,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,154.0
flat,sector 102,emaar gurgaon greens. ,1.45,8787.0,1650.17,1650.0,1650.0,1100.0,3.0,3.0,3,8.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,154.0
flat,sohna,signature the serenas,0.28,57.0,49122.81,,,48811.0,1.0,1.0,2,1.0,relatively new,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,101.0
flat,sohna,eldeco accolade. ,0.73,5775.0,1264.07,1264.0,1264.0,730.0,2.0,2.0,3,5.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,110.0
flat,sohna,eldeco accolade. ,0.715,4907.0,1457.1,1457.0,1457.0,849.0,2.0,2.0,3+,10.0,relatively new,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,154.0
flat,sohna,eldeco accolade. ,0.655,5181.0,1264.23,1264.0,1264.0,730.0,2.0,2.0,3,12.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,154.0
flat,sohna,signature global park. ,0.9,6254.0,1439.08,,,1439.0,3.0,3.0,3,3.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,348.0
flat,sohna,signature global park. ,0.775,6404.0,1210.18,,,1210.0,3.0,3.0,3,1.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,615.0
flat,sohna,signature global park. ,0.7,6071.0,1153.02,,,1153.0,3.0,3.0,3,2.0,relatively new,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,588.0
flat,sohna,signature global park. ,0.532,6295.0,845.12,,,845.0,2.0,2.0,2,1.0,relatively new,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,665.0
flat,sohna,signature global park. ,0.52,6326.0,822.0,,,822.0,2.0,2.0,2,3.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,616.0
flat,sohna,signature global park. ,0.905,6289.0,1439.02,,,1439.0,3.0,3.0,3,1.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,663.0
flat,sohna,signature global park. ,0.525,6386.0,822.11,,,822.0,2.0,2.0,2,2.0,relatively new,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,665.0
flat,sector 37,corona optus. ,1.2,6916.0,1735.11,1735.0,1735.0,1535.0,3.0,4.0,3,8.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,592.0
flat,sector 37,corona optus. ,1.22,6912.0,1765.05,1765.0,1765.0,1565.0,3.0,4.0,3,5.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,592.0
flat,sector 37,corona optus. ,1.4,7035.0,1990.05,1990.0,1990.0,1790.0,3.0,3.0,3+,4.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,592.0
flat,sohna,eldeco accolade. ,0.73,5752.0,1269.12,1269.0,1269.0,,2.0,2.0,3,9.0,relatively new,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,430.0
flat,sohna,eldeco accolade. ,0.725,4975.0,1457.29,1457.0,1457.0,849.0,2.0,2.0,3+,12.0,relatively new,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,592.0
flat,sohna,eldeco accolade. ,0.725,5735.0,1264.17,,,1264.0,2.0,2.0,3,8.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,593.0
flat,sohna,signature global park. ,0.725,5991.0,1210.15,1210.0,1210.0,,2.0,2.0,3,3.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,642.0
