property_type,sector,society,price,price_per_sqft,area,super_built_up_area,built_up_area,carpet_area,bedRoom,bathroom,balcony,floorNum,agePossession,store room,servant room,puja room,study room,others,East,North,North-East,North-West,South,South-East,South-West,Unknown,West,furnish_type,luxury_score
flat,sector 22,ambience creacions,3.5,19444.0,1800.04,,,1800.0,3.0,4.0,3+,8.0,new property,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,154.0
house,sector 41,,7.0,28283.0,2474.98,,2475.0,,7.0,7.0,3+,3.0,moderately old,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,134.0
house,sector 17,,3.93,24214.0,1623.03,,1622.0,,19.0,17.0,3,4.0,relatively new,1,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,139.0
house,sector 56,,4.0,26613.0,1503.02,,1503.0,,4.0,4.0,3+,2.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,186.0
house,sector 7,,0.9,10000.0,900.0,,900.0,,6.0,4.0,3,3.0,old,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,117.0
house,sector 24,,2.75,7666.0,3587.27,,3000.0,,7.0,7.0,3+,3.0,moderately old,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,132.0
house,sector 47,prem kunj,0.5,7407.0,675.04,,725.0,675.0,5.0,4.0,3,3.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,115.0
house,sector 6,,0.5,8333.0,600.02,,600.0,,3.0,3.0,2,2.0,moderately old,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,136.0
house,sector 105,,0.6,13333.0,450.01,,450.0,,3.0,3.0,No,3.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,148.0
house,sector 3,,0.5,11111.0,450.0,,450.0,,5.0,3.0,3,3.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,141.0
house,sector 105,,0.35,7778.0,449.99,,,500.0,2.0,2.0,1,2.0,unknown,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,137.0
flat,sector 33,godrej nature plus,1.75,8768.0,1995.89,,1996.0,,3.0,3.0,No,2.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,133.0
flat,sector 33,godrej nature plus,1.2,13369.0,897.6,,,76.44,2.0,2.0,No,11.0,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,133.0
flat,sector 33,godrej nature plus,1.25,9025.0,1385.04,,1385.0,1000.0,2.0,2.0,3,17.0,unknown,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,133.0
flat,sector 33,godrej nature plus,1.1,7971.0,1380.0,,,1380.0,2.0,2.0,2,14.0,unknown,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,133.0
flat,sector 33,godrej nature plus,1.08,13126.0,822.79,,,76.44,2.0,2.0,3,8.0,under construction,0,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,133.0
house,sector 8,,0.82,9111.0,900.01,,900.0,,4.0,3.0,3,2.0,moderately old,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,152.0
house,sector 3,,0.9,80357.0,112.0,,112.0,,3.0,3.0,No,2.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,137.0
flat,sohna,silverglades the melia,0.75,5555.0,1350.14,,1350.0,,2.0,2.0,2,4.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,143.0
flat,sohna,silverglades the melia,0.75,5555.0,1350.14,,1350.0,,2.0,2.0,2,4.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,143.0
house,sector 28,housing board colony,3.5,25926.0,1350.0,,1350.0,,6.0,6.0,3,3.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,132.0
house,manesar (sector 1-4),,0.8,6666.0,1200.12,,1200.0,,8.0,8.0,2,1.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,168.0
flat,sector 3,godrej habitat,1.35,12784.0,1056.01,,1056.0,912.0,2.0,2.0,No,4.0,unknown,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,120.0
flat,sector 3,godrej habitat,1.1,10410.0,1056.68,1056.58,1056.58,,2.0,2.0,2,14.0,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,120.0
flat,sector 3,godrej habitat,1.2,8310.0,1444.04,1444.0,1444.0,,2.0,2.0,3,0.0,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,120.0
house,sector 7,sector 7,2.8,12444.0,2250.08,,2250.0,,10.0,7.0,3,1.0,old,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,121.0
house,sector 54,dlf the grove,5.7,211111.0,270.0,,270.0,,4.0,4.0,No,1.0,unknown,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,164.0
flat,sector 54,dlf the grove,5.7,41245.0,1381.99,,1382.0,,3.0,3.0,3,1.0,unknown,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,164.0
flat,sector 54,dlf the grove,5.7,41245.0,1381.99,,1382.0,,3.0,3.0,3,1.0,unknown,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,164.0
house,sector 7,,1.16,11717.0,990.01,,,110.0,5.0,4.0,2,1.0,unknown,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,155.0
house,sohna,signature global park. ,0.85,7589.0,1120.04,,1120.0,,3.0,2.0,2,1.0,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,127.0
house,sector 12,,0.9,13333.0,675.02,,675.0,,4.0,4.0,No,2.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,157.0
house,sector 110,my home,0.34,12592.0,270.01,,270.0,,2.0,2.0,2,3.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,122.0
house,sector 1,,5.0,15384.0,3250.13,,,3250.0,6.0,6.0,2,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,168.0
house,sector 14,,5.0,22222.0,2250.02,,2250.0,,3.0,3.0,3,1.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,164.0
house,sector 33,unitech uniworld resorts,9.5,23333.0,4071.49,,500.0,,5.0,7.0,3+,2.0,under construction,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,153.0
house,sector 56,,7.25,29336.0,2471.37,,303.0,,8.0,8.0,3+,0.0,moderately old,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,167.0
house,sector 3,,1.5,10288.0,1458.01,,210.0,,3.0,3.0,No,,old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,139.0
house,sector 93,dlf gardencity enclave,1.3,11284.0,1152.07,,1152.0,,3.0,2.0,1,3.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,129.0
house,sector 5,,3.75,11029.0,3400.13,,3400.0,1836.0,5.0,5.0,3+,3.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,175.0
house,sector 105,rajendra park gurgaon,0.37,10277.0,360.03,,360.0,,4.0,3.0,2,3.0,relatively new,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,135.0
house,sector 82,vatika sovereign next,3.85,7500.0,5133.33,,5140.0,,5.0,6.0,3+,6.0,unknown,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,127.0
house,sector 7,,1.15,8518.0,1350.08,,1350.0,,5.0,3.0,2,2.0,old,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,132.0
house,sector 8,,0.49,11250.0,435.56,,360.0,,6.0,3.0,2,3.0,moderately old,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,147.0
house,sector 5,house number b-,0.8,8888.0,900.09,,900.0,,2.0,2.0,1,1.0,old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,137.0
house,sector 21,,1.6,11852.0,1349.98,,1284.0,,5.0,5.0,2,3.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,141.0
flat,sector 2,paras quartier,5.9,11028.0,5350.02,,5350.0,,4.0,4.0,3+,0.0,moderately old,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,139.0
house,sector 26,,7.0,39265.0,1782.76,,1782.72,,5.0,5.0,2,3.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,163.0
house,sector 9,,0.5,6083.0,821.96,,822.0,750.0,3.0,2.0,1,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,161.0
house,sector 38,,8.0,230547.0,347.0,,347.0,215.0,10.0,10.0,3+,1.0,unknown,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,144.0
house,sector 21,,0.45,8411.0,535.01,,,535.0,3.0,2.0,1,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,160.0
house,sector 11,,0.62,32291.0,192.0,,192.0,,6.0,6.0,No,3.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,192.0
house,sector 6,,1.0,41666.0,240.0,,240.0,,6.0,4.0,No,3.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,131.0
house,sector 4,,4.12,8889.0,4634.94,,4635.0,,2.0,1.0,3+,,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,151.0
house,sector 104,,0.95,7280.0,1304.95,,1305.0,,7.0,6.0,3+,3.0,old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,136.0
house,sector 11,,0.45,90000.0,50.0,,50.0,,5.0,3.0,No,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,137.0
house,sector 109,ats tourmaline. ,1.87,8697.0,2150.17,,2150.0,,3.0,4.0,No,12.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,160.0
house,sector 3,,0.85,8500.0,1000.0,,1000.0,,1.0,1.0,No,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,157.0
house,sector 9,,0.42,9333.0,450.02,,450.0,,5.0,3.0,2,2.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,122.0
flat,sector 68,pareena mi casa,1.7,8504.0,1999.06,1999.0,1999.0,,4.0,4.0,3,2.0,new property,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,154.0
flat,sector 68,pareena mi casa,1.85,9310.0,1987.11,1987.0,1987.0,,3.0,3.0,3+,13.0,unknown,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,154.0
house,sector 50,,6.5,21667.0,2999.95,,3000.0,,5.0,6.0,No,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,133.0
flat,sector 88,godrej icon,1.75,1384.0,12644.51,,,1175.11,3.0,3.0,3+,6.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,135.0
house,sector 105,,1.35,3857.0,3500.13,,3500.0,2500.0,5.0,3.0,3,3.0,unknown,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,131.0
house,sector 57,,4.7,21759.0,2160.03,,2160.0,,3.0,3.0,2,2.0,old,0,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,135.0
house,sector 9,,0.22,7407.0,297.02,,,33.0,2.0,2.0,2,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,143.0
house,sector 5,,1.65,75000.0,220.0,,220.0,,9.0,9.0,No,1.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,155.0
house,sector 4,,0.5,10482.0,477.01,,477.0,,5.0,3.0,No,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,124.0
house,sector 9,,1.25,8735.0,1431.02,,1431.0,,10.0,6.0,3+,3.0,old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,172.0
house,sector 12,project mianwali colony,1.7,9444.0,1800.08,,,1800.0,1.0,1.0,2,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,104.0
house,sector 1,,6.0,20000.0,3000.0,,2997.0,,4.0,4.0,1,2.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,141.0
house,sector 55,,2.8,18667.0,1499.97,,1500.0,,4.0,4.0,No,2.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,154.0
house,sohna,,0.075,2525.0,297.03,,,,1.0,1.0,No,1.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,19.0
flat,sector 106,paras dews,1.4,6000.0,2333.33,1760.0,1760.0,,3.0,4.0,3+,12.0,unknown,0,1,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,116.0
flat,sector 67,ireo the corridors,1.3,10031.0,1295.98,,33.0,,2.0,2.0,2,-1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,149.0
flat,sector 67,ireo the corridors,2.08,12044.0,1727.0,1727.0,1727.0,,3.0,3.0,2,6.0,unknown,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,149.0
flat,sector 99,assotech blith,1.6,6667.0,2399.88,,2400.0,,3.0,4.0,No,15.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,138.0
flat,sector 99,assotech blith,1.9,6702.0,2834.97,,2835.0,,4.0,4.0,3+,2.0,unknown,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,138.0
flat,sector 99,assotech blith,1.9,6702.0,2834.97,,2835.0,,4.0,4.0,3+,2.0,unknown,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,138.0
flat,sector 99,assotech blith,0.82,6007.0,1365.07,,1365.0,,2.0,2.0,3,0.0,unknown,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,138.0
house,sector 12,,2.5,13888.0,1800.12,,,,9.0,5.0,2,1.0,old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,128.0
flat,sector 37,signature global the millennia,0.55,9166.0,600.04,600.0,600.0,,2.0,2.0,3,3.0,new property,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,152.0
house,sector 56,huda plots,2.95,20359.0,1448.99,,1800.0,,2.0,2.0,2,1.0,moderately old,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,163.0
house,sector 105,,0.7,5833.0,1200.07,,1200.0,,3.0,2.0,2,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,120.0
house,sector 7,,1.16,11693.0,992.05,,,992.0,5.0,4.0,2,3.0,moderately old,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,181.0
house,sector 25,,16.0,26667.0,5999.93,,6000.0,,6.0,5.0,2,3.0,relatively new,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,148.0
house,sector 47,malibu towne,8.5,53125.0,1600.0,,992.0,,12.0,12.0,3+,4.0,new property,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,117.0
house,sector 28,suncity essel towers. ,8.95,17900.0,5000.0,,,,5.0,6.0,3+,4.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,138.0
flat,sector 85,godrej air,1.4,10000.0,1400.0,,1400.0,900.0,2.0,2.0,3,23.0,unknown,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,140.0
flat,sector 85,godrej air,1.75,9589.0,1825.01,,5000.0,,3.0,3.0,2,27.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,140.0
flat,sector 85,godrej air,2.6,12212.0,2129.05,,2129.0,,3.0,3.0,3,17.0,under construction,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,140.0
house,sector 50,,13.2,27155.0,4860.98,,4861.0,,6.0,6.0,No,2.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,169.0
house,sector 12,anamika enclave,6.0,14492.0,4140.22,,9000.0,,9.0,9.0,3+,3.0,old,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,140.0
flat,sector 37,ild grand,0.66,5038.0,1310.04,,1310.0,,2.0,2.0,3+,14.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,133.0
flat,sector 37,ild grand,1.35,7142.0,1890.23,,1820.0,,3.0,3.0,No,1.0,new property,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,133.0
flat,sector 37,ild grand,0.66,5038.0,1310.04,,1310.0,,2.0,2.0,3+,14.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,133.0
house,sector 7,,0.53,5888.0,900.14,,900.0,,2.0,2.0,No,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,152.0
house,sector 7,,2.0,11111.0,1800.02,,,,2.0,2.0,1,2.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,161.0
house,sector 56,,8.0,9654.0,8286.72,,8286.0,,10.0,10.0,3+,4.0,relatively new,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,157.0
house,sector 13,,0.45,4808.0,935.94,,936.0,,1.0,1.0,No,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,108.0
house,sector 105,,0.37,8222.0,450.01,,,,2.0,2.0,1,1.0,moderately old,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,179.0
house,sohna road south,,1.35,3857.0,3500.13,,200.0,,10.0,6.0,3+,3.0,old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,162.0
house,sector 105,,0.5,50000.0,100.0,,100.0,,2.0,2.0,No,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,137.0
house,sector 8,,0.62,11273.0,549.99,,550.0,,3.0,1.0,No,2.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,93.0
house,sector 25,,8.0,8000.0,10000.0,,450.0,10000.0,3.0,9.0,2,3.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,145.0
house,sector 92,,1.8,7627.0,2360.04,,3500.0,,4.0,5.0,No,13.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,153.0
flat,sector 104,zara aavaas,0.2,6645.0,300.98,,301.0,,1.0,1.0,1,3.0,unknown,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,136.0
flat,sector 104,zara aavaas,0.2,6644.0,301.02,,,301.0,1.0,2.0,2,3.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,136.0
flat,sector 104,zara aavaas,0.2,6644.0,301.02,,,301.0,1.0,2.0,2,3.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,136.0
house,sector 109,,1.55,6567.0,2360.29,,2360.0,,3.0,2.0,No,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,170.0
house,sector 88,,0.32,22068.0,145.01,,145.0,,2.0,2.0,No,3.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,147.0
flat,sector 70,krrish florence estate,1.3,5600.0,2321.43,,1865.0,,3.0,3.0,3,17.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,158.0
house,sector 8,,1.6,28674.0,558.0,,,,4.0,6.0,1,3.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,171.0
house,sector 7,,0.95,21111.0,450.0,,,,2.0,1.0,1,3.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,159.0
house,sector 82,vatika sovereign next,3.85,7500.0,5133.33,,5140.0,,5.0,6.0,3+,6.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,158.0
house,sector 6,,0.66,10784.0,612.02,,,,3.0,2.0,1,2.0,old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,122.0
house,sector 104,,0.45,12162.0,370.0,,62.0,1500.0,4.0,4.0,2,4.0,moderately old,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,132.0
house,sector 13,,1.5,10518.0,1426.13,,450.0,,2.0,2.0,2,3.0,old,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,60.0
house,sector 17,,1.52,19869.0,765.01,,105.0,,2.0,2.0,1,1.0,old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,177.0
house,sector 110,,1.0,8796.0,1136.88,,612.0,100.0,3.0,2.0,2,1.0,old,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,124.0
house,sector 7,,0.45,5000.0,900.0,,370.0,900.0,3.0,2.0,No,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,163.0
house,sector 5,,0.7,7701.0,908.97,,1426.0,,2.0,2.0,No,1.0,moderately old,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,149.0
house,sector 39,,5.15,14072.0,3659.75,,3638.0,,5.0,5.0,No,1.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,159.0
house,sector 14,sector  rwa,6.5,26000.0,2500.0,,,,5.0,5.0,No,4.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,153.0
house,sector 17,iffco nagar and b rwa,3.5,24305.0,1440.03,,,,6.0,5.0,3,3.0,old,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,163.0
house,sector 25,,13.5,19286.0,6999.9,,101.0,,9.0,9.0,No,1.0,relatively new,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,143.0
house,sector 1,,5.7,22634.0,2518.34,,,,9.0,9.0,3+,3.0,moderately old,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,119.0
house,sector 43,ansal sushant lok plots. ,3.3,26570.0,1242.0,,2500.0,,1.0,1.0,No,,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,146.0
house,sector 7,,1.75,11111.0,1575.02,,1440.0,,4.0,2.0,2,2.0,old,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,152.0
house,sector 3,bhim garh kheri,0.75,6410.0,1170.05,,,,4.0,2.0,2,2.0,old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,141.0
house,sector 12,,3.5,133079.0,263.0,,270.0,4400.0,8.0,8.0,3+,3.0,relatively new,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,262.0
house,sector 3,,0.92,15257.0,603.0,,138.0,,4.0,1.0,No,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
house,sector 4,,1.1,6111.0,1800.03,,1575.0,,8.0,4.0,3+,2.0,old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,17.0
house,sector 6,surendra homes dayanand colony,0.75,15625.0,480.0,,130.0,,4.0,4.0,2,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
house,sector 4,,1.25,78125.0,160.0,,160.0,,2.0,3.0,No,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
house,sector 10,,4.25,17955.0,2367.03,,2367.0,1800.0,4.0,3.0,2,1.0,unknown,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
